date,close
2015-08-12,2091.5791
2015-08-13,2152.9797
2015-08-14,2108.7577
2015-08-17,2085.3122
2015-08-18,2036.8544
2015-08-19,2054.3566
2015-08-20,2022.4618
2015-08-21,2028.4911
2015-08-24,1954.6798
2015-08-25,1898.2609
2015-08-26,1872.1132
2015-08-27,1931.1892
2015-08-28,1979.6182
2015-08-31,1916.6632
2015-09-01,1924.2154
2015-09-02,1925.0242
2015-09-07,1907.3701
2015-09-08,1925.9294
2015-09-09,1931.8749
2015-09-10,1945.0179
2015-09-11,1949.4016
2015-09-14,1908.7609
2015-09-15,1906.0313
2015-09-16,1928.3964
2015-09-17,1944.232
2015-09-18,1936.2075
2015-09-21,1951.1197
2015-09-22,1962.9377
2015-09-23,1996.5321
2015-09-24,1980.0627
2015-09-25,1957.6459
2015-09-28,1949.1207
2015-09-29,1919.2488
2015-09-30,1916.3262
2015-10-08,1974.9401
2015-10-09,2036.6581
2015-10-12,2041.5889
2015-10-13,2025.6697
2015-10-14,2009.6656
2015-10-15,1996.8454
2015-10-16,1967.094
2015-10-19,1949.9303
2015-10-20,1936.9863
2015-10-21,1920.0033
2015-10-22,1924.1179
2015-10-23,1897.5192
2015-10-26,1885.6709
2015-10-27,1878.4149
2015-10-28,1874.4904
2015-10-29,1877.9372
2015-10-30,1860.8895
2015-11-02,1885.4409
2015-11-03,1869.925
2015-11-04,1910.6425
2015-11-05,1889.5539
2015-11-06,1912.8948
2015-11-09,1902.7301
2015-11-10,1895.4895
2015-11-11,1863.7572
2015-11-12,1866.2631
2015-11-13,1897.6465
2015-11-16,1868.9263
2015-11-17,1879.0013
2015-11-18,1799.9449
2015-11-19,1796.2537
2015-11-20,1766.0052
2015-11-23,1687.0309
2015-11-24,1745.1277
2015-11-25,1760.7872
2015-11-26,1768.5183
2015-11-27,1753.2874
2015-11-30,1723.9271
2015-12-01,1735.6984
2015-12-02,1717.96
2015-12-03,1687.3309
2015-12-04,1687.0567
2015-12-07,1706.3723
2015-12-08,1658.4495
2015-12-09,1668.6339
2015-12-10,1664.1241
2015-12-11,1687.0089
2015-12-14,1694.6275
2015-12-15,1692.3211
2015-12-16,1695.8498
2015-12-17,1675.7396
2015-12-18,1686.1872
2015-12-21,1701.2957
2015-12-22,1698.1262
2015-12-23,1711.535
2015-12-24,1718.9811
2015-12-25,1716.3698
2015-12-28,1687.3283
2015-12-29,1727.91
2015-12-30,1734.2926
2015-12-31,1736.1551
2016-01-04,1721.4248
2016-01-05,1742.9255
2016-01-06,1738.8063
2016-01-07,1736.8277
2016-01-08,1764.0663
2016-01-11,1694.9941
2016-01-12,1710.1649
2016-01-13,1699.9218
2016-01-14,1700.2247
2016-01-15,1710.3314
2016-01-18,1745.3996
2016-01-19,1774.7687
2016-01-20,1756.8235
2016-01-21,1754.9712
2016-01-22,1754.7546
2016-01-25,1748.5092
2016-01-26,1750.2142
2016-01-27,1773.4868
2016-01-28,1752.6581
2016-01-29,1752.1327
2016-02-01,1751.6786
2016-02-02,1756.0058
2016-02-03,1762.3996
2016-02-04,1796.1378
2016-02-05,1789.0897
2016-02-15,1822.1837
2016-02-16,1828.0215
2016-02-17,1823.0886
2016-02-18,1829.9225
2016-02-19,1853.3428
2016-02-22,1850.4254
2016-02-23,1853.9521
2016-02-24,1819.9769
2016-02-25,1812.5074
2016-02-26,1777.5276
2016-02-29,1777.2172
2016-03-01,1823.5371
2016-03-02,1817.0771
2016-03-03,1787.0155
2016-03-04,1831.3306
2016-03-07,1898.9261
2016-03-08,1896.0564
2016-03-09,1959.5391
2016-03-10,1921.2762
2016-03-11,1918.7954
2016-03-14,1918.5784
2016-03-15,1902.0692
2016-03-16,1928.7848
2016-03-17,1951.2498
2016-03-18,2000.2204
2016-03-21,2029.1776
2016-03-22,2007.4227
2016-03-23,1988.8525
2016-03-24,1934.9108
2016-03-25,1935.9068
2016-03-28,1915.0101
2016-03-29,1895.6322
2016-03-30,1895.2935
2016-03-31,1890.9524
2016-04-01,1899.3865
2016-04-05,1859.5524
2016-04-06,1877.0652
2016-04-07,1881.3247
2016-04-08,1872.6381
2016-04-11,1849.3503
2016-04-12,1869.4834
2016-04-13,1908.6336
2016-04-14,1967.6925
2016-04-15,1948.9657
2016-04-18,1950.7399
2016-04-19,1955.2677
2016-04-20,1974.6445
2016-04-21,2049.1366
2016-04-22,1989.4358
2016-04-25,2032.4545
2016-04-26,2031.4138
2016-04-27,2053.5103
2016-04-28,2025.3267
2016-04-29,2050.1063
2016-05-03,2002.9985
2016-05-04,1994.4384
2016-05-05,1978.0565
2016-05-06,1934.9854
2016-05-09,1914.8379
2016-05-10,1939.0919
2016-05-11,1955.7044
2016-05-12,1949.2895
2016-05-13,1898.5321
2016-05-16,1911.6323
2016-05-17,1928.2629
2016-05-18,1895.1127
2016-05-19,1857.5073
2016-05-20,1866.2671
2016-05-23,1830.1829
2016-05-24,1819.4029
2016-05-25,1850.0658
2016-05-26,1895.8481
2016-05-27,1863.7429
2016-05-30,1899.7079
2016-05-31,1910.651
2016-06-01,1880.5665
2016-06-02,1921.7802
2016-06-03,1920.241
2016-06-06,1929.1702
2016-06-07,1918.6821
2016-06-08,1903.8408
2016-06-13,1868.6336
2016-06-14,1855.8961
2016-06-15,1868.345
2016-06-16,1870.054
2016-06-17,1893.5027
2016-06-20,1920.1544
2016-06-21,1907.6319
2016-06-22,1914.4057
2016-06-23,1902.5523
2016-06-24,1866.9312
2016-06-27,1924.2714
2016-06-28,1986.1605
2016-06-29,1988.2226
2016-06-30,2009.5709
2016-07-01,1991.986
2016-07-04,2053.9859
2016-07-05,1991.5005
2016-07-06,1957.9746
2016-07-07,1965.604
2016-07-08,1911.2875
2016-07-11,1920.8248
2016-07-12,1968.0621
2016-07-13,1982.421
2016-07-14,1991.7184
2016-07-15,1945.9968
2016-07-18,1902.2938
2016-07-19,1910.4014
2016-07-20,1898.8548
2016-07-21,1926.1902
2016-07-22,1879.1275
2016-07-25,1870.7999
2016-07-26,1881.0673
2016-07-27,1868.8311
2016-07-28,1887.2188
2016-07-29,1875.6871
2016-08-01,1965.4454
2016-08-02,1972.4766
2016-08-03,1962.5814
2016-08-04,1956.9682
2016-08-05,1961.2383
2016-08-08,1961.7367
2016-08-09,1998.0175
2016-08-10,1985.5855
2016-08-11,2006.8741
2016-08-12,2007.5969
2016-08-15,2029.7797
2016-08-16,2025.9784
2016-08-17,2021.5177
2016-08-18,2014.1086
2016-08-19,2009.9417
2016-08-22,1949.131
2016-08-23,1950.4035
2016-08-24,1949.4022
2016-08-25,1968.7608
2016-08-26,1941.3831
2016-08-29,1917.1343
2016-08-30,1921.4278
2016-08-31,1932.125
2016-09-01,1953.7614
2016-09-02,1960.6959
2016-09-05,2006.3866
2016-09-06,2030.0997
2016-09-07,2019.7976
2016-09-08,2030.9991
2016-09-09,2019.3888
2016-09-12,2029.3844
2016-09-13,2029.9038
2016-09-14,2042.5966
2016-09-19,2086.3341
2016-09-20,2084.7156
2016-09-21,2058.2279
2016-09-22,2046.4395
2016-09-23,2036.2176
2016-09-26,2028.0601
2016-09-27,2032.5703
2016-09-28,2062.7179
2016-09-29,2102.8007
2016-09-30,2094.5608
2016-10-10,2190.3786
2016-10-11,2232.9751
2016-10-12,2248.4568
2016-10-13,2230.0775
2016-10-14,2229.0418
2016-10-17,2253.1143
2016-10-18,2275.0114
2016-10-19,2272.1009
2016-10-20,2250.734
2016-10-21,2236.7143
2016-10-24,2252.7393
2016-10-25,2295.4198
2016-10-26,2332.6677
2016-10-27,2320.8395
2016-10-28,2374.298
2016-10-31,2467.7263
2016-11-01,2443.6361
2016-11-02,2385.755
2016-11-03,2414.6628
2016-11-04,2350.445
2016-11-07,2408.9954
2016-11-08,2379.4809
2016-11-09,2420.2435
2016-11-10,2407.3442
2016-11-11,2473.9082
2016-11-14,2345.4455
2016-11-15,2307.4396
2016-11-16,2368.3575
2016-11-17,2456.3208
2016-11-18,2438.9791
2016-11-21,2542.8786
2016-11-22,2570.2446
2016-11-23,2557.0465
2016-11-24,2529.0114
2016-11-25,2504.8595
2016-11-28,2557.4588
2016-11-29,2509.867
2016-11-30,2481.7685
2016-12-01,2509.382
2016-12-02,2579.515
2016-12-05,2656.8528
2016-12-06,2742.301
2016-12-07,2843.5628
2016-12-08,2824.0063
2016-12-09,2852.4069
2016-12-12,2871.3945
2016-12-13,2879.1034
2016-12-14,2972.163
2016-12-15,2977.7057
2016-12-16,2968.5286
2016-12-19,2830.3985
2016-12-20,2818.0149
2016-12-21,2813.8389
2016-12-22,2806.6639
2016-12-23,2742.943
2016-12-26,2750.9389
2016-12-27,2849.3306
2016-12-28,2854.0469
2016-12-29,2846.9122
2016-12-30,2729.3025
2017-01-03,2665.4018
2017-01-04,2667.2306
2017-01-05,2658.1566
2017-01-06,2642.4318
2017-01-09,2710.2038
2017-01-10,2707.5302
2017-01-11,2684.1766
2017-01-12,2734.7914
2017-01-13,2751.6725
2017-01-16,2861.9261
2017-01-17,2821.5191
2017-01-18,2829.7461
2017-01-19,2785.3439
2017-01-20,2795.2944
2017-01-23,2839.6926
2017-01-24,2846.0288
2017-01-25,2924.5136
2017-01-26,2917.516
2017-02-03,2903.0906
2017-02-06,2918.8359
2017-02-07,2933.717
2017-02-08,2931.2953
2017-02-09,2913.9924
2017-02-10,2936.8688
2017-02-13,3037.1125
2017-02-14,3096.3790000000013
2017-02-15,3056.8896
2017-02-16,3025.1435
2017-02-17,3028.4327
2017-02-20,3038.6945
2017-02-21,2948.0134
2017-02-22,2943.2699
2017-02-23,2865.4599
2017-02-24,2914.1094
2017-02-27,2956.0028
2017-02-28,2890.1819
2017-03-01,2857.4665
2017-03-02,2836.9861
2017-03-03,2839.1463
2017-03-06,2813.9856
2017-03-07,2829.8802
2017-03-08,2756.1001
2017-03-09,2709.5572
2017-03-10,2710.3523
2017-03-13,2679.0645
2017-03-14,2640.4684
2017-03-15,2697.6393
2017-03-16,2668.8298
2017-03-17,2671.0869
2017-03-20,2634.6551
2017-03-21,2581.7162
2017-03-22,2537.6928
2017-03-23,2538.0043
2017-03-24,2551.5257
2017-03-27,2484.1269
2017-03-28,2511.8658
2017-03-29,2551.9343
2017-03-30,2554.8234
2017-03-31,2573.1564
2017-04-05,2641.167
2017-04-06,2648.1419
2017-04-07,2630.921
2017-04-10,2567.0654
2017-04-11,2510.0251
2017-04-12,2485.4772
2017-04-13,2483.5571
2017-04-14,2401.398
2017-04-17,2399.0947
2017-04-18,2386.3675
2017-04-19,2409.8603
2017-04-20,2401.9211
2017-04-21,2386.5473
2017-04-24,2365.9921
2017-04-25,2349.4528
2017-04-26,2372.8738
2017-04-27,2396.1757
2017-04-28,2396.1707
2017-05-02,2399.5189
2017-05-03,2380.8242
2017-05-04,2277.5423
2017-05-05,2231.5684
2017-05-08,2248.7187
2017-05-09,2249.6641
2017-05-10,2227.8347
2017-05-11,2246.2837
2017-05-12,2209.018
2017-05-15,2256.3489
2017-05-16,2289.1886
2017-05-17,2313.4018
2017-05-18,2279.5598
2017-05-19,2402.7767
2017-05-22,2400.286
2017-05-23,2381.7009
2017-05-24,2360.8472
2017-05-25,2419.4097
2017-05-26,2374.3276
2017-05-31,2239.3399
2017-06-01,2274.539
2017-06-02,2223.0342
2017-06-05,2255.0732
2017-06-06,2300.9294
2017-06-07,2314.7278
2017-06-08,2338.3606
2017-06-09,2330.6039
2017-06-12,2336.828
2017-06-13,2297.172
2017-06-14,2342.6439
2017-06-15,2296.7741
2017-06-16,2332.3415
2017-06-19,2370.7864
2017-06-20,2380.1905
2017-06-21,2370.7821
2017-06-22,2311.9666
2017-06-23,2317.2962
2017-06-26,2312.9846
2017-06-27,2306.1888
2017-06-28,2291.3671
2017-06-29,2353.2658
2017-06-30,2361.8515
2017-07-03,2407.6344
2017-07-04,2370.7934
2017-07-05,2402.9833
2017-07-06,2471.0773
2017-07-07,2483.221
2017-07-10,2453.1547
2017-07-11,2494.7033
2017-07-12,2478.1961
2017-07-13,2464.9247
2017-07-14,2482.133
2017-07-17,2488.1627
2017-07-18,2513.8415
2017-07-19,2527.3245
2017-07-20,2539.1722
2017-07-21,2502.2964
2017-07-24,2475.0242
2017-07-25,2498.6106
2017-07-26,2408.7791
2017-07-27,2418.342
2017-07-28,2398.6382
2017-07-31,2429.4128
2017-08-01,2460.4023
2017-08-02,2495.9237
2017-08-03,2483.1108
2017-08-04,2540.8875
2017-08-07,2556.5356
2017-08-08,2631.3304
2017-08-09,2645.5616
2017-08-10,2651.6452
2017-08-11,2601.4627
2017-08-14,2579.3616
2017-08-15,2573.88
2017-08-16,2579.044
2017-08-17,2687.4144
2017-08-18,2680.9695
2017-08-21,2717.9641
2017-08-22,2740.7845
2017-08-23,2738.8886
2017-08-24,2732.0632
2017-08-25,2751.1079
2017-08-28,2755.4932
2017-08-29,2839.7603
2017-08-30,2862.0177
2017-08-31,2877.1734
2017-09-01,2906.0224
2017-09-04,2938.9863
2017-09-05,2932.9163
2017-09-06,2925.7883
2017-09-07,2885.9057
2017-09-08,2874.048
2017-09-11,2858.0579
2017-09-12,2948.7443
2017-09-13,2888.4646
2017-09-14,2849.4849
2017-09-15,2797.7358
2017-09-18,2787.0973
2017-09-19,2762.4771
2017-09-20,2795.1375
2017-09-21,2671.7467
2017-09-22,2679.4692
2017-09-25,2675.8684
2017-09-26,2687.6822
2017-09-27,2690.6557
2017-09-28,2639.3942
2017-09-29,2704.8518
2017-10-09,2726.1297
2017-10-10,2662.2647
2017-10-11,2580.9349
2017-10-12,2563.1991
2017-10-13,2629.507
2017-10-16,2637.433
2017-10-17,2653.8003
2017-10-18,2674.6702
2017-10-19,2613.0144
2017-10-20,2727.2652
2017-10-23,2731.2295
2017-10-24,2741.5568
2017-10-25,2727.2209
2017-10-26,2727.7413
2017-10-27,2649.8567
2017-10-30,2636.0526
2017-10-31,2647.9907
2017-11-01,2678.4802
2017-11-02,2731.4493
2017-11-03,2757.6164
2017-11-06,2811.901
2017-11-07,2814.1153
2017-11-08,2818.3751
2017-11-09,2832.6965
2017-11-10,2809.565
2017-11-13,2883.0444
2017-11-14,2867.9692
2017-11-15,2817.0
2017-11-16,2809.8976
2017-11-17,2868.4083
2017-11-20,2871.9274
2017-11-21,2940.469
2017-11-22,2958.8367
2017-11-23,2936.4816
2017-11-24,2928.1262
2017-11-27,2822.8842
2017-11-28,2825.6714
2017-11-29,2859.2340000000013
2017-11-30,2822.249000000001
2017-12-01,2882.5157
2017-12-04,2989.1276
2017-12-05,3011.114
2017-12-06,3028.6986
2017-12-07,2926.1894
2017-12-08,2977.9207
2017-12-11,2967.8426
2017-12-12,3010.8497
2017-12-13,3025.6971
2017-12-14,2989.7366
2017-12-15,2969.6589
2017-12-18,2998.757
2017-12-19,2994.4858
2017-12-20,3015.2678
2017-12-21,2967.4229
2017-12-22,2959.5106
2017-12-25,2892.1649
2017-12-26,2921.1076
2017-12-27,2871.003
2017-12-28,2843.3798
2017-12-29,2855.4568
2018-01-02,2920.9688
2018-01-03,2907.5052
2018-01-04,2930.2733
2018-01-05,2921.485
2018-01-08,2986.9672
2018-01-09,2976.1311
2018-01-10,2971.9925
2018-01-11,2969.9993
2018-01-12,2947.5897
2018-01-15,2933.2325
2018-01-16,2820.0291
2018-01-17,2815.342
2018-01-18,2811.3309
2018-01-19,2791.1343
2018-01-22,2803.9559
2018-01-23,2832.556
2018-01-24,2806.3081
2018-01-25,2832.5008
2018-01-26,2818.7621
2018-01-29,2837.8412
2018-01-30,2805.4437
2018-01-31,2776.4502
2018-02-01,2764.8442
2018-02-02,2766.5031
2018-02-05,2793.4205
2018-02-06,2805.0984
2018-02-07,2788.6424
2018-02-08,2775.6313
2018-02-09,2756.4242
2018-02-12,2712.6183
2018-02-13,2706.6942
2018-02-14,2708.1220000000008
2018-02-22,2717.0593
2018-02-23,2752.9967
2018-02-26,2695.6106
2018-02-27,2672.4418
2018-02-28,2675.7535
2018-03-01,2661.7555
2018-03-02,2681.0117
2018-03-05,2679.7402
2018-03-06,2672.5143
2018-03-07,2680.0079
2018-03-08,2641.989
2018-03-09,2685.974
2018-03-12,2703.9546
2018-03-13,2712.923
2018-03-14,2744.1807
2018-03-15,2719.1522
2018-03-16,2690.3659
2018-03-19,2763.5657
2018-03-20,2760.1244
2018-03-21,2751.3138
2018-03-22,2789.3562
2018-03-23,2688.0827
2018-03-26,2657.6734
2018-03-27,2645.5973
2018-03-28,2645.587
2018-03-29,2656.8915
2018-03-30,2679.2215
2018-04-02,2641.5307
2018-04-03,2615.323
2018-04-04,2618.2074
2018-04-09,2676.9355
2018-04-10,2664.6503
2018-04-11,2649.8262
2018-04-12,2671.081
2018-04-13,2686.5508
2018-04-16,2684.508
2018-04-17,2704.1183
2018-04-18,2746.4234
2018-04-19,2731.17
2018-04-20,2659.329
2018-04-23,2696.9079
2018-04-24,2732.8381
2018-04-25,2692.5224
2018-04-26,2673.8004
2018-04-27,2687.7791
2018-05-02,2712.4931
2018-05-03,2709.8628
2018-05-04,2764.0708
2018-05-07,2770.2397
2018-05-08,2769.2003
2018-05-09,2778.9863
2018-05-10,2785.9596
2018-05-11,2797.3152
2018-05-14,2776.5178
2018-05-15,2812.8254
2018-05-16,2844.0243
2018-05-17,2845.0692
2018-05-18,2834.038
2018-05-21,2820.5177
2018-05-22,2790.3567
2018-05-23,2784.4705
2018-05-24,2777.9354
2018-05-25,2731.8806
2018-05-28,2740.0416
2018-05-29,2749.2063
2018-05-30,2725.3493
2018-05-31,2766.9795
2018-06-01,2800.6378
2018-06-04,2780.5439
2018-06-05,2751.501
2018-06-06,2758.6026
2018-06-07,2821.803
2018-06-08,2815.3591
2018-06-11,2837.4548
2018-06-12,2861.3798
2018-06-13,2834.6129
2018-06-14,2828.5101
2018-06-15,2846.2307
2018-06-19,2787.539
2018-06-20,2801.9195
2018-06-21,2759.572
2018-06-22,2754.8446
2018-06-25,2764.4058
2018-06-26,2749.4936
2018-06-27,2773.4288
2018-06-28,2816.1884
2018-06-29,2856.3598
2018-07-02,2840.7366
2018-07-03,2852.4098
2018-07-04,2890.0738
2018-07-05,2892.1201
2018-07-06,2912.6137
2018-07-09,2901.9496
2018-07-10,2924.1597
2018-07-11,2911.2582
2018-07-12,2928.1351
2018-07-13,2889.1459
2018-07-16,2874.9344
2018-07-17,2872.7703
2018-07-18,2882.6295
2018-07-19,2907.9967
2018-07-20,2940.5281
2018-07-23,2939.458
2018-07-24,2979.4377
2018-07-25,2950.3948
2018-07-26,2939.1422
2018-07-27,2954.1903
2018-07-30,2999.0516
2018-07-31,2983.5391
2018-08-01,2972.6205
2018-08-02,3044.1641
2018-08-03,3149.8212
2018-08-06,3245.7021
2018-08-07,3272.7565
2018-08-08,3267.5653
2018-08-09,3244.8308
2018-08-10,3205.8304
2018-08-13,3216.913
2018-08-14,3330.1071
2018-08-15,3309.8408
2018-08-16,3303.0945
2018-08-17,3245.161
2018-08-20,3348.1181
2018-08-21,3316.856
2018-08-22,3369.585
2018-08-23,3292.5095
2018-08-24,3283.0313
2018-08-27,3281.8015
2018-08-28,3282.6666
2018-08-29,3262.8614
2018-08-30,3284.4585
2018-08-31,3247.2044
2018-09-03,3198.0415
2018-09-04,3230.1288
2018-09-05,3266.8124
2018-09-06,3261.7064
2018-09-07,3342.0266
2018-09-10,3380.3852
2018-09-11,3323.5724
2018-09-12,3262.2343
2018-09-13,3221.5521
2018-09-14,3242.1431
2018-09-17,3247.2873
2018-09-18,3232.8055
2018-09-19,3319.662000000001
2018-09-20,3323.5984
2018-09-21,3323.5716
2018-09-25,3313.6644
2018-09-26,3233.9282
2018-09-27,3230.3746
2018-09-28,3211.7204
2018-10-08,3306.7354
2018-10-09,3403.3390000000004
2018-10-10,3425.9218
2018-10-11,3368.2891
2018-10-12,3469.044000000001
2018-10-15,3443.647
2018-10-16,3340.3651
2018-10-17,3357.562
2018-10-18,3357.9965
2018-10-19,3320.7087
2018-10-22,3296.0742
2018-10-23,3285.6489
2018-10-24,3320.1108
2018-10-25,3215.9564
2018-10-26,3186.6877
2018-10-29,3037.1589
2018-10-30,2990.7954
2018-10-31,2990.4883
2018-11-01,2901.2835
2018-11-02,2924.5373
2018-11-05,2957.9441
2018-11-06,2872.5375
2018-11-07,2811.3028
2018-11-08,2835.9387
2018-11-09,2811.6817
2018-11-12,2774.2039
2018-11-13,2770.2882
2018-11-14,2697.3303
2018-11-15,2721.2999
2018-11-16,2761.643
2018-11-19,2715.8816
2018-11-20,2673.2974
2018-11-21,2565.9984
2018-11-22,2557.8713
2018-11-23,2477.6164
2018-11-26,2398.3882
2018-11-27,2397.4075
2018-11-28,2456.6918
2018-11-29,2425.3552
2018-11-30,2357.4878
2018-12-03,2334.3435
2018-12-04,2492.4724
2018-12-05,2517.3296
2018-12-06,2480.8912
2018-12-07,2523.3973
2018-12-10,2489.2478
2018-12-11,2413.693
2018-12-12,2421.9579
2018-12-13,2449.7208
2018-12-14,2484.7211
2018-12-17,2495.4889
2018-12-18,2465.9186
2018-12-19,2473.4818
2018-12-20,2481.6641
2018-12-21,2446.2667
2018-12-24,2412.6335
2018-12-25,2316.8045
2018-12-26,2344.9478
2018-12-27,2381.0014
2018-12-28,2387.9785
2019-01-02,2396.4582
2019-01-03,2439.3365
2019-01-04,2481.3554
2019-01-07,2475.5337
2019-01-08,2458.9894
2019-01-09,2486.1744
2019-01-10,2494.0746
2019-01-11,2507.9906
2019-01-14,2505.0467
2019-01-15,2514.8625
2019-01-16,2526.4163
2019-01-17,2488.8137
2019-01-18,2494.9554
2019-01-21,2570.4229
